seconds,raw_value,our-attention,attention,our_attention,blink,delta,theta,low-alpha,high-alpha,low-beta,high-beta,low-gamma,mid-gamma
29.55791712,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
29.66206598,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
29.7672112,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
29.87171698,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
29.97621703,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
30.08103895,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
30.18520093,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
30.28915286,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
30.39376903,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
30.49864006,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
30.60326409,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
30.70771217,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
30.81214905,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
30.91663909,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
31.01957011,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
31.11988902,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
31.22074604,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
31.32302189,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
31.42761898,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
31.53200817,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
31.63651705,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
31.74100685,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
31.84552097,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
31.95006084,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
32.05451989,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
32.15900207,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
32.26357603,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
32.36800909,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
32.47254682,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
32.5770421,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
32.68139291,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
32.78588605,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
32.89044499,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
32.99488902,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
33.09888077,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
33.20390701,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
33.30843806,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
33.41289306,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
33.51755095,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
33.62196207,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
33.72651505,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
33.83086395,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
33.93496585,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
34.0395,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
34.14395094,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
34.24813819,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
34.35327697,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
34.45802712,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
34.56216693,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
34.66678905,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
34.77114511,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
34.87575698,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
34.97687411,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
35.07968712,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
35.18346,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
35.28723598,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
35.39177799,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
35.49651098,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
35.6009171,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
35.70591807,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
35.80988002,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
35.91454196,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
36.0188911,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
36.12351918,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
36.22838902,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
36.33296609,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
36.43757391,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
36.54188514,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
36.64638996,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
36.75097609,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
36.85535407,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
36.959939,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
37.06448507,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
37.16879797,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
37.27335,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
37.37789822,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
37.48236084,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
37.58674812,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
37.6912868,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
37.79589009,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
37.89973998,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
38.00476408,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
38.10940194,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
38.21376085,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
38.31831503,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
38.42281103,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
38.52725792,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
38.63174415,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
38.73622489,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
38.84079003,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
38.9452529,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
39.049757,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
39.15461588,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
39.25876117,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
39.36336589,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
39.46779513,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
39.57207799,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
39.67669487,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
39.77812386,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
39.87934995,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
39.98388314,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
40.0882442,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
40.19189215,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
40.29218388,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
40.39651489,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
40.50093293,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
40.60210586,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
40.70430803,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
40.8086791,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
40.91225314,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
41.0176239,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
41.12217903,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
41.2261889,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
41.32652402,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
41.42979503,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
41.53365302,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
41.63884878,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
41.73997903,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
41.84205508,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
41.94563794,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
42.05068207,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
42.15509892,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
42.25984287,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
42.3644619,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
42.46900201,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
42.57343698,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
42.67758918,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
42.78214002,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
42.88690996,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
42.99093485,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
43.09593415,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
43.200454,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
43.30472398,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
43.40942717,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
43.5139029,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
43.61838388,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
43.72288918,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
43.827353,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
43.93191886,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
44.03634501,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
44.14069414,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
44.24465609,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
44.34986997,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
44.45371294,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
44.55409122,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
44.65431523,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
44.75550818,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
44.86013913,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
44.96445608,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
45.06960607,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
45.17410898,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
45.27864695,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
45.37945008,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
45.48341322,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
45.5877049,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
45.69240308,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
45.79527521,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
45.89553499,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
45.99848604,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
46.10297418,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
46.20750904,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
46.311975,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
46.41663694,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
46.52062988,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
46.62554622,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
46.73007607,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
46.83428311,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
46.93890691,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
47.04353118,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
47.14790797,170,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
47.25177407,7,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
47.35356879,7,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
47.45827293,7,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
47.55931902,7,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
47.66457105,7,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
47.76536989,7,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
47.86777902,7,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
47.97242999,7,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
48.07674003,7,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
48.18120098,7,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
48.28570294,7,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
48.38985515,7,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
48.49421,7,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
48.598804,7,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
48.70368099,7,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
48.80764818,7,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
48.9122169,7,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
49.01686692,7,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
49.1212399,7,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
49.22571611,7,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
49.33031297,7,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
49.43517399,7,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
49.5396409,7,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
49.64259005,7,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
49.74712992,7,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
49.84726691,7,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
49.95117307,18,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
50.05153298,18,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
50.15497303,18,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
50.2595439,18,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
50.36373496,18,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
50.46396399,18,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
50.56686187,52,0.233627204,47,0.233627204,0,371916,29703,1448,4904,5026,2769,3333,742
50.6711719,115,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
50.77540016,115,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
50.88063812,115,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
50.98516703,115,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
51.08909202,115,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
51.19408703,115,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
51.29867005,115,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
51.4030931,115,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
51.50761509,115,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
51.61212707,115,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
51.7165761,115,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
51.82106781,115,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
51.92145705,115,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
52.02592182,115,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
52.12894797,115,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
52.23323822,115,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
52.33780599,115,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
52.44227791,104,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
52.54700899,104,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
52.65118599,104,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
52.75569701,104,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
52.86023593,104,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
52.96484995,104,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
53.06918788,104,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
53.17378211,110,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
53.27754998,110,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
53.38256407,110,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
53.48715997,110,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
53.59173107,110,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
53.6953702,110,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
53.80045509,110,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
53.90508294,110,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
54.0094502,110,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
54.11409497,110,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
54.21862411,110,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
54.32309794,110,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
54.42469001,110,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
54.52960491,110,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
54.63312387,110,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
54.73553705,110,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
54.83914709,110,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
54.94420791,110,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
55.04873514,110,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
55.15324497,110,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
55.25772715,110,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
55.36221194,110,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
55.46679091,110,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
55.57122278,110,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
55.67564201,99,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
55.77986908,99,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
55.88473296,99,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
55.99009895,99,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
56.09356713,99,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
56.198138,99,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
56.30272508,93,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
56.407305,93,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
56.51169896,93,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
56.61620903,93,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
56.72082591,93,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
56.82522106,93,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
56.92890096,93,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
57.03404999,93,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
57.13859296,93,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
57.24307799,93,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
57.34771395,93,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
57.45218801,93,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
57.55660295,93,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
57.66113281,93,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
57.76563692,93,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
57.87006807,93,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
57.97455192,93,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
58.07902718,93,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
58.18347311,93,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
58.28798914,93,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
58.39251494,93,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
58.4962678,93,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
58.59779,93,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
58.70276999,93,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
58.80464911,93,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
58.90885901,93,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
59.00917101,93,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
59.1129272,93,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
59.21616077,93,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
59.32101703,16,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
59.425354,44,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
59.53027892,44,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
59.63402605,44,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
59.73923707,44,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
59.84381914,44,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
59.94781089,44,0.489352947,30,0.489352947,0,56306,19488,17723,21161,8307,21494,19360,9514
