index,seconds,raw_value,attention,our-attention,blink,delta,theta,low-alpha,high-alpha,low-beta,high-beta,low-gamma,mid-gamma,raw_uv
376,38.78910493850708,67,48,0.871441589210862,0,330125,83009,16156,11279,25363,25561,20336,11954,14.721679687500002
377,38.89051294326782,24,48,0.871441589210862,0,330125,83009,16156,11279,25363,25561,20336,11954,5.2734375
378,38.99188995361328,12,48,0.871441589210862,0,330125,83009,16156,11279,25363,25561,20336,11954,2.63671875
379,39.09692192077637,133,48,0.871441589210862,0,330125,83009,16156,11279,25363,25561,20336,11954,29.2236328125
380,39.19990563392639,36,48,0.871441589210862,0,330125,83009,16156,11279,25363,25561,20336,11954,7.91015625
381,39.30210471153259,103,48,0.871441589210862,0,330125,83009,16156,11279,25363,25561,20336,11954,22.6318359375
382,39.40350484848023,9,48,0.871441589210862,0,330125,83009,16156,11279,25363,25561,20336,11954,1.9775390625
383,39.50556182861328,34,48,0.871441589210862,0,330125,83009,16156,11279,25363,25561,20336,11954,7.470703125000001
384,39.60706877708435,-62,48,0.871441589210862,0,330125,83009,16156,11279,25363,25561,20336,11954,-13.623046875
385,39.71004700660706,-9,48,0.871441589210862,0,330125,83009,16156,11279,25363,25561,20336,11954,-1.9775390625
386,39.8105628490448,102,63,0.4679549625065132,0,1069717,226117,37312,6829,16306,33870,14350,10328,22.412109375
387,39.9107027053833,134,63,0.4679549625065132,0,1069717,226117,37312,6829,16306,33870,14350,10328,29.443359375000004
388,40.01513481140137,-174,63,0.4679549625065132,0,1069717,226117,37312,6829,16306,33870,14350,10328,-38.232421875
389,40.11701893806458,85,63,0.4679549625065132,0,1069717,226117,37312,6829,16306,33870,14350,10328,18.6767578125
390,40.22195267677307,57,63,0.4679549625065132,0,1069717,226117,37312,6829,16306,33870,14350,10328,12.524414062500002
391,40.32701182365418,50,63,0.4679549625065132,0,1069717,226117,37312,6829,16306,33870,14350,10328,10.986328125
392,40.43016982078552,72,63,0.4679549625065132,0,1069717,226117,37312,6829,16306,33870,14350,10328,15.8203125
393,40.53200387954712,102,63,0.4679549625065132,0,1069717,226117,37312,6829,16306,33870,14350,10328,22.412109375
394,40.63591980934143,9,63,0.4679549625065132,0,1069717,226117,37312,6829,16306,33870,14350,10328,22.412109375
395,40.73892378807068,-342,100,0.7399309298079673,0,109329,62684,26604,18857,11209,45309,42044,16819,22.412109375
396,40.84500098228455,1034,100,0.7399309298079673,0,109329,62684,26604,18857,11209,45309,42044,16819,22.412109375
397,40.94985175132752,32,100,0.7399309298079673,0,109329,62684,26604,18857,11209,45309,42044,16819,22.412109375
398,41.05310392379761,-359,100,0.7399309298079673,0,109329,62684,26604,18857,11209,45309,42044,16819,22.412109375
399,41.15568280220032,-21,100,0.7399309298079673,0,109329,62684,26604,18857,11209,45309,42044,16819,22.412109375
400,41.25898194313049,-6,100,0.7399309298079673,0,109329,62684,26604,18857,11209,45309,42044,16819,-1.318359375
401,41.36189270019531,-25,100,0.7399309298079673,0,109329,62684,26604,18857,11209,45309,42044,16819,-5.4931640625
402,41.46575164794922,129,100,0.7399309298079673,0,109329,62684,26604,18857,11209,45309,42044,16819,28.344726562500004
403,41.56714081764221,107,100,0.7399309298079673,0,109329,62684,26604,18857,11209,45309,42044,16819,23.5107421875
404,41.66884684562683,-215,100,0.7399309298079673,0,109329,62684,26604,18857,11209,45309,42044,16819,-47.2412109375
405,41.7732458114624,172,94,0.315356193686394,0,1626997,81451,9099,21755,43152,24398,15554,4865,37.79296875000001
406,41.87720084190369,128,94,0.315356193686394,0,1626997,81451,9099,21755,43152,24398,15554,4865,28.125
407,41.97819185256958,-98,94,0.315356193686394,0,1626997,81451,9099,21755,43152,24398,15554,4865,-21.533203125
408,42.07839179039002,26,94,0.315356193686394,0,1626997,81451,9099,21755,43152,24398,15554,4865,5.712890625
409,42.1797468662262,137,94,0.315356193686394,0,1626997,81451,9099,21755,43152,24398,15554,4865,30.1025390625
410,42.28107285499573,96,94,0.315356193686394,0,1626997,81451,9099,21755,43152,24398,15554,4865,21.09375
411,42.38559985160828,102,94,0.315356193686394,0,1626997,81451,9099,21755,43152,24398,15554,4865,22.412109375
412,42.48939085006714,147,94,0.315356193686394,0,1626997,81451,9099,21755,43152,24398,15554,4865,32.2998046875
413,42.59180498123169,1,94,0.315356193686394,0,1626997,81451,9099,21755,43152,24398,15554,4865,0.2197265625
414,42.69687294960022,10,94,0.315356193686394,0,1626997,81451,9099,21755,43152,24398,15554,4865,2.197265625
415,42.79937267303467,184,83,0.117333589380446,0,141749,12579,35114,6545,11728,4630,5120,2444,40.4296875
416,42.90046072006226,168,83,0.117333589380446,0,141749,12579,35114,6545,11728,4630,5120,2444,36.91406250000001
417,43.001868724823,309,83,0.117333589380446,0,141749,12579,35114,6545,11728,4630,5120,2444,67.8955078125
418,43.10461974143982,71,83,0.117333589380446,0,141749,12579,35114,6545,11728,4630,5120,2444,15.6005859375
419,43.20679402351379,-71,83,0.117333589380446,0,141749,12579,35114,6545,11728,4630,5120,2444,-15.6005859375
420,43.309271812438965,-77,83,0.117333589380446,0,141749,12579,35114,6545,11728,4630,5120,2444,-16.9189453125
421,43.41442370414734,-204,83,0.117333589380446,0,141749,12579,35114,6545,11728,4630,5120,2444,-44.82421874999999
422,43.51766180992127,32,83,0.117333589380446,0,141749,12579,35114,6545,11728,4630,5120,2444,7.03125
423,43.62258267402649,74,83,0.117333589380446,0,141749,12579,35114,6545,11728,4630,5120,2444,16.259765625
424,43.72673583030701,20,83,0.117333589380446,0,141749,12579,35114,6545,11728,4630,5120,2444,4.39453125
425,43.83072185516358,-210,80,0.4413986013986014,0,575095,19834,2919,656,1276,1939,1085,789,-46.142578125
426,43.93671178817749,-131,80,0.4413986013986014,0,575095,19834,2919,656,1276,1939,1085,789,-28.7841796875
427,44.03727579116821,52,80,0.4413986013986014,0,575095,19834,2919,656,1276,1939,1085,789,11.42578125
428,44.141197681427,6,80,0.4413986013986014,0,575095,19834,2919,656,1276,1939,1085,789,1.318359375
429,44.24293375015259,48,80,0.4413986013986014,0,575095,19834,2919,656,1276,1939,1085,789,10.546875
430,44.34702181816101,70,80,0.4413986013986014,0,575095,19834,2919,656,1276,1939,1085,789,15.380859375
431,44.45023584365845,82,80,0.4413986013986014,0,575095,19834,2919,656,1276,1939,1085,789,18.017578125
432,44.55429577827454,-187,80,0.4413986013986014,0,575095,19834,2919,656,1276,1939,1085,789,-41.0888671875
433,44.65559387207031,38,80,0.4413986013986014,0,575095,19834,2919,656,1276,1939,1085,789,8.349609375
434,44.75907778739929,17,61,0.1975566967560843,0,371977,135795,100578,56177,31466,27002,13543,15484,3.7353515625
435,44.86189079284668,183,61,0.1975566967560843,0,371977,135795,100578,56177,31466,27002,13543,15484,40.2099609375
436,44.96687388420105,-107,61,0.1975566967560843,0,371977,135795,100578,56177,31466,27002,13543,15484,-23.5107421875
437,45.07081484794617,-242,61,0.1975566967560843,0,371977,135795,100578,56177,31466,27002,13543,15484,-53.17382812500001
438,45.17285084724426,73,61,0.1975566967560843,0,371977,135795,100578,56177,31466,27002,13543,15484,16.040039062500004
439,45.27581477165222,-92,61,0.1975566967560843,0,371977,135795,100578,56177,31466,27002,13543,15484,-20.21484375
440,45.38020992279053,-100,61,0.1975566967560843,0,371977,135795,100578,56177,31466,27002,13543,15484,-21.97265625
441,45.48346090316773,134,61,0.1975566967560843,0,371977,135795,100578,56177,31466,27002,13543,15484,29.443359375000004
442,45.58711385726929,69,61,0.1975566967560843,0,371977,135795,100578,56177,31466,27002,13543,15484,15.1611328125
443,45.68793678283691,16,61,0.1975566967560843,0,371977,135795,100578,56177,31466,27002,13543,15484,3.515625
444,45.79063868522644,68,53,0.6002276853019907,0,453469,102928,12132,20369,28848,15660,6845,9754,14.941406250000002
445,45.8939278125763,57,53,0.6002276853019907,0,453469,102928,12132,20369,28848,15660,6845,9754,14.941406250000002
446,45.99823689460755,387,53,0.6002276853019907,0,453469,102928,12132,20369,28848,15660,6845,9754,14.941406250000002
447,46.09839081764221,-375,53,0.6002276853019907,0,453469,102928,12132,20369,28848,15660,6845,9754,14.941406250000002
448,46.20265293121338,85,53,0.6002276853019907,0,453469,102928,12132,20369,28848,15660,6845,9754,14.941406250000002
449,46.30507683753967,121,53,0.6002276853019907,0,453469,102928,12132,20369,28848,15660,6845,9754,26.586914062500004
450,46.40819978713989,57,53,0.6002276853019907,0,453469,102928,12132,20369,28848,15660,6845,9754,12.524414062500002
451,46.51325583457947,42,53,0.6002276853019907,0,453469,102928,12132,20369,28848,15660,6845,9754,9.228515625000002
452,46.6133975982666,19,53,0.6002276853019907,0,453469,102928,12132,20369,28848,15660,6845,9754,4.1748046875
453,46.71363687515259,121,53,0.6002276853019907,0,453469,102928,12132,20369,28848,15660,6845,9754,26.586914062500004
454,46.81603670120239,91,47,0.2168273670195632,0,580593,147044,81544,11590,20595,14046,10927,10097,19.9951171875
455,46.91786766052246,4,47,0.2168273670195632,0,580593,147044,81544,11590,20595,14046,10927,10097,0.87890625
456,47.02224683761597,58,47,0.2168273670195632,0,580593,147044,81544,11590,20595,14046,10927,10097,12.744140625
457,47.12284970283508,83,47,0.2168273670195632,0,580593,147044,81544,11590,20595,14046,10927,10097,18.2373046875
458,47.22809195518494,137,47,0.2168273670195632,0,580593,147044,81544,11590,20595,14046,10927,10097,30.1025390625
459,47.3283007144928,119,47,0.2168273670195632,0,580593,147044,81544,11590,20595,14046,10927,10097,26.147460937500004
460,47.43204879760742,24,47,0.2168273670195632,0,580593,147044,81544,11590,20595,14046,10927,10097,5.2734375
461,47.536093950271606,60,47,0.2168273670195632,0,580593,147044,81544,11590,20595,14046,10927,10097,13.18359375
462,47.63833093643189,57,47,0.2168273670195632,0,580593,147044,81544,11590,20595,14046,10927,10097,12.524414062500002
463,47.74182081222534,69,57,0.3883747831116252,0,4484,9026,2456,4460,2443,3542,2269,1343,15.1611328125
464,47.84445381164551,-6,57,0.3883747831116252,0,4484,9026,2456,4460,2443,3542,2269,1343,-1.318359375
465,47.94818687438965,67,57,0.3883747831116252,0,4484,9026,2456,4460,2443,3542,2269,1343,14.721679687500002
466,48.05407786369324,86,57,0.3883747831116252,0,4484,9026,2456,4460,2443,3542,2269,1343,18.896484375000004
467,48.156373023986816,65,57,0.3883747831116252,0,4484,9026,2456,4460,2443,3542,2269,1343,14.2822265625
468,48.25762677192688,67,57,0.3883747831116252,0,4484,9026,2456,4460,2443,3542,2269,1343,14.721679687500002
469,48.359580755233765,66,57,0.3883747831116252,0,4484,9026,2456,4460,2443,3542,2269,1343,14.501953125
470,48.46366882324219,-186,57,0.3883747831116252,0,4484,9026,2456,4460,2443,3542,2269,1343,-40.869140625
471,48.5662579536438,-20,57,0.3883747831116252,0,4484,9026,2456,4460,2443,3542,2269,1343,-4.39453125
472,48.669612646102905,-169,57,0.3883747831116252,0,4484,9026,2456,4460,2443,3542,2269,1343,-37.13378906249999
473,48.77309799194336,-68,57,0.1244681424031884,0,44835,202770,11361,100041,35423,29523,3915,6933,-14.941406250000002
474,48.8754608631134,164,57,0.1244681424031884,0,44835,202770,11361,100041,35423,29523,3915,6933,36.03515624999999
475,48.97612071037293,204,57,0.1244681424031884,0,44835,202770,11361,100041,35423,29523,3915,6933,44.82421874999999
476,49.07680797576904,139,57,0.1244681424031884,0,44835,202770,11361,100041,35423,29523,3915,6933,30.541992187500004
477,49.17699670791626,177,57,0.1244681424031884,0,44835,202770,11361,100041,35423,29523,3915,6933,38.89160156250001
478,49.2791759967804,154,57,0.1244681424031884,0,44835,202770,11361,100041,35423,29523,3915,6933,33.837890625
479,49.37969183921814,-26,57,0.1244681424031884,0,44835,202770,11361,100041,35423,29523,3915,6933,-5.712890625
480,49.48389291763306,290,57,0.1244681424031884,0,44835,202770,11361,100041,35423,29523,3915,6933,63.720703125
481,49.58700084686279,164,57,0.1244681424031884,0,44835,202770,11361,100041,35423,29523,3915,6933,36.03515624999999
482,49.68732881546021,133,57,0.1244681424031884,0,44835,202770,11361,100041,35423,29523,3915,6933,29.2236328125
483,49.79133081436157,98,43,0.2416903290462669,0,338101,42227,5383,6591,2523,1809,1255,1447,21.533203125
484,49.89619183540344,48,43,0.2416903290462669,0,338101,42227,5383,6591,2523,1809,1255,1447,10.546875
485,49.997148990631096,56,43,0.2416903290462669,0,338101,42227,5383,6591,2523,1809,1255,1447,12.3046875
486,50.09887886047363,37,43,0.2416903290462669,0,338101,42227,5383,6591,2523,1809,1255,1447,8.1298828125
487,50.19972467422486,53,43,0.2416903290462669,0,338101,42227,5383,6591,2523,1809,1255,1447,11.645507812500002
488,50.30279493331909,-44,43,0.2416903290462669,0,338101,42227,5383,6591,2523,1809,1255,1447,-9.66796875
489,50.40625286102295,82,43,0.2416903290462669,0,338101,42227,5383,6591,2523,1809,1255,1447,18.017578125
490,50.51103591918945,120,43,0.2416903290462669,0,338101,42227,5383,6591,2523,1809,1255,1447,26.3671875
491,50.61577296257019,81,43,0.2416903290462669,0,338101,42227,5383,6591,2523,1809,1255,1447,17.7978515625
492,50.72028803825379,82,43,0.2416903290462669,0,338101,42227,5383,6591,2523,1809,1255,1447,18.017578125
493,50.82398176193237,68,27,0.0945324476239141,0,57534,5211,2005,1909,227,171,239,185,14.941406250000002
494,50.92620873451233,-34,27,0.0945324476239141,0,57534,5211,2005,1909,227,171,239,185,14.941406250000002
495,51.02837681770325,-1027,27,0.0945324476239141,0,57534,5211,2005,1909,227,171,239,185,14.941406250000002
496,51.13279175758362,340,27,0.0945324476239141,0,57534,5211,2005,1909,227,171,239,185,14.941406250000002
497,51.23580479621887,-236,27,0.0945324476239141,0,57534,5211,2005,1909,227,171,239,185,14.941406250000002
498,51.33592581748963,353,27,0.0945324476239141,0,57534,5211,2005,1909,227,171,239,185,14.941406250000002
499,51.440162658691406,563,27,0.0945324476239141,0,57534,5211,2005,1909,227,171,239,185,14.941406250000002
500,51.54403567314148,-425,27,0.0945324476239141,0,57534,5211,2005,1909,227,171,239,185,14.941406250000002
501,51.64826488494873,1272,27,0.0945324476239141,0,57534,5211,2005,1909,227,171,239,185,14.941406250000002
502,51.75162291526794,835,27,0.0945324476239141,0,57534,5211,2005,1909,227,171,239,185,14.941406250000002
503,51.8538727760315,-998,27,0.1389511051007902,0,1833845,21494,10738,12925,25588,35184,7526,1644,14.941406250000002
504,51.95519590377808,-106,27,0.1389511051007902,0,1833845,21494,10738,12925,25588,35184,7526,1644,14.941406250000002
505,52.0589509010315,25,27,0.1389511051007902,0,1833845,21494,10738,12925,25588,35184,7526,1644,5.4931640625
506,52.161356687545776,43,27,0.1389511051007902,0,1833845,21494,10738,12925,25588,35184,7526,1644,5.4931640625
507,52.263221740722656,2047,27,0.1389511051007902,0,1833845,21494,10738,12925,25588,35184,7526,1644,5.4931640625
508,52.36704683303833,375,27,0.1389511051007902,0,1833845,21494,10738,12925,25588,35184,7526,1644,5.4931640625
509,52.468341588974,89,27,0.1389511051007902,0,1833845,21494,10738,12925,25588,35184,7526,1644,5.4931640625
510,52.57214069366455,53,27,0.1389511051007902,0,1833845,21494,10738,12925,25588,35184,7526,1644,11.645507812500002
511,52.67592883110046,50,27,0.1389511051007902,0,1833845,21494,10738,12925,25588,35184,7526,1644,10.986328125
512,52.782256841659546,45,27,0.3232934024959213,0,2487132,86041,159789,215944,227464,188305,171758,60736,9.8876953125
513,52.88586592674256,49,27,0.3232934024959213,0,2487132,86041,159789,215944,227464,188305,171758,60736,10.7666015625
514,52.98958587646485,48,27,0.3232934024959213,0,2487132,86041,159789,215944,227464,188305,171758,60736,10.546875
515,53.09214186668396,49,27,0.3232934024959213,0,2487132,86041,159789,215944,227464,188305,171758,60736,10.7666015625
516,53.19484066963196,49,27,0.3232934024959213,0,2487132,86041,159789,215944,227464,188305,171758,60736,10.7666015625
517,53.298259973526,-25,27,0.3232934024959213,0,2487132,86041,159789,215944,227464,188305,171758,60736,-5.4931640625
518,53.39841365814209,118,27,0.3232934024959213,0,2487132,86041,159789,215944,227464,188305,171758,60736,25.927734375
519,53.50261473655701,-37,27,0.3232934024959213,0,2487132,86041,159789,215944,227464,188305,171758,60736,-8.1298828125
520,53.60554885864258,-263,27,0.3232934024959213,0,2487132,86041,159789,215944,227464,188305,171758,60736,-57.78808593750001
521,53.70913171768189,-262,27,0.3232934024959213,0,2487132,86041,159789,215944,227464,188305,171758,60736,-57.78808593750001
522,53.81129598617554,-717,27,0.1613888888888889,0,1395841,169795,60132,69468,175715,136123,48429,10458,-57.78808593750001
523,53.91225481033325,1333,27,0.1613888888888889,0,1395841,169795,60132,69468,175715,136123,48429,10458,-57.78808593750001
524,54.01622676849365,307,27,0.1613888888888889,0,1395841,169795,60132,69468,175715,136123,48429,10458,-57.78808593750001
525,54.12198400497437,77,27,0.1613888888888889,0,1395841,169795,60132,69468,175715,136123,48429,10458,16.9189453125
526,54.22431683540344,51,27,0.1613888888888889,0,1395841,169795,60132,69468,175715,136123,48429,10458,11.206054687499998
527,54.32601284980774,48,27,0.1613888888888889,0,1395841,169795,60132,69468,175715,136123,48429,10458,10.546875
528,54.42873287200928,48,27,0.1613888888888889,0,1395841,169795,60132,69468,175715,136123,48429,10458,10.546875
529,54.52960181236267,50,27,0.1613888888888889,0,1395841,169795,60132,69468,175715,136123,48429,10458,10.986328125
530,54.630876779556274,49,27,0.1613888888888889,0,1395841,169795,60132,69468,175715,136123,48429,10458,10.7666015625
531,54.73575782775879,39,27,0.1613888888888889,0,1395841,169795,60132,69468,175715,136123,48429,10458,8.5693359375
532,54.83828687667847,22,27,1.0558178528879671,0,112280,70986,13170,9493,13100,9283,11920,11964,4.833984375
533,54.94335889816284,-199,27,1.0558178528879671,0,112280,70986,13170,9493,13100,9283,11920,11964,-43.72558593749999
534,55.0472960472107,-70,27,1.0558178528879671,0,112280,70986,13170,9493,13100,9283,11920,11964,-15.380859375
535,55.15150165557861,3,27,1.0558178528879671,0,112280,70986,13170,9493,13100,9283,11920,11964,0.6591796875
536,55.25570893287659,86,27,1.0558178528879671,0,112280,70986,13170,9493,13100,9283,11920,11964,0.6591796875
537,55.36124277114868,345,27,1.0558178528879671,0,112280,70986,13170,9493,13100,9283,11920,11964,0.6591796875
538,55.464173793792725,-107,27,1.0558178528879671,0,112280,70986,13170,9493,13100,9283,11920,11964,0.6591796875
539,55.56925797462464,-73,27,1.0558178528879671,0,112280,70986,13170,9493,13100,9283,11920,11964,-16.040039062500004
540,55.67342066764832,-26,27,1.0558178528879671,0,112280,70986,13170,9493,13100,9283,11920,11964,-5.712890625
541,55.77930665016174,156,16,0.264321237797016,0,165437,42319,5324,5534,3481,4519,2984,1435,34.27734375
542,55.87952899932861,25,16,0.264321237797016,0,165437,42319,5324,5534,3481,4519,2984,1435,34.27734375
543,55.98297190666199,386,16,0.264321237797016,0,165437,42319,5324,5534,3481,4519,2984,1435,34.27734375
544,56.08627676963806,-43,16,0.264321237797016,0,165437,42319,5324,5534,3481,4519,2984,1435,34.27734375
545,56.18829798698425,69,16,0.264321237797016,0,165437,42319,5324,5534,3481,4519,2984,1435,15.1611328125
546,56.29091787338257,107,16,0.264321237797016,0,165437,42319,5324,5534,3481,4519,2984,1435,23.5107421875
547,56.39411187171936,33,16,0.264321237797016,0,165437,42319,5324,5534,3481,4519,2984,1435,7.2509765625
548,56.4985888004303,17,16,0.264321237797016,0,165437,42319,5324,5534,3481,4519,2984,1435,3.7353515625
549,56.60061383247376,109,16,0.264321237797016,0,165437,42319,5324,5534,3481,4519,2984,1435,23.9501953125
550,56.70541167259216,82,16,0.264321237797016,0,165437,42319,5324,5534,3481,4519,2984,1435,18.017578125
551,56.80554485321045,-3,16,0.07372802174467,0,162984,87396,25866,21226,12956,13400,4030,1736,-0.6591796875
552,56.90581893920898,64,16,0.07372802174467,0,162984,87396,25866,21226,12956,13400,4030,1736,14.0625
553,57.00898671150208,43,16,0.07372802174467,0,162984,87396,25866,21226,12956,13400,4030,1736,9.448242187500002
554,57.110469818115234,50,16,0.07372802174467,0,162984,87396,25866,21226,12956,13400,4030,1736,10.986328125
555,57.21386384963989,27,16,0.07372802174467,0,162984,87396,25866,21226,12956,13400,4030,1736,10.986328125
556,57.31601476669312,377,16,0.07372802174467,0,162984,87396,25866,21226,12956,13400,4030,1736,10.986328125
557,57.41918683052063,-147,16,0.07372802174467,0,162984,87396,25866,21226,12956,13400,4030,1736,10.986328125
558,57.51981067657471,-28,16,0.07372802174467,0,162984,87396,25866,21226,12956,13400,4030,1736,10.986328125
559,57.62356185913086,428,16,0.07372802174467,0,162984,87396,25866,21226,12956,13400,4030,1736,10.986328125
560,57.72885298728943,-328,16,0.07372802174467,0,162984,87396,25866,21226,12956,13400,4030,1736,10.986328125
561,57.83161973953247,136,40,0.3942459274829217,0,184330,57462,4943,10281,9543,15926,5851,3001,29.882812500000004
562,57.9359040260315,64,40,0.3942459274829217,0,184330,57462,4943,10281,9543,15926,5851,3001,14.0625
563,58.03600072860718,87,40,0.3942459274829217,0,184330,57462,4943,10281,9543,15926,5851,3001,19.1162109375
564,58.14084672927856,70,40,0.3942459274829217,0,184330,57462,4943,10281,9543,15926,5851,3001,15.380859375
565,58.24221873283386,40,40,0.3942459274829217,0,184330,57462,4943,10281,9543,15926,5851,3001,8.7890625
566,58.3451509475708,1,40,0.3942459274829217,0,184330,57462,4943,10281,9543,15926,5851,3001,0.2197265625
567,58.44855093955994,48,40,0.3942459274829217,0,184330,57462,4943,10281,9543,15926,5851,3001,10.546875
568,58.55103182792664,128,40,0.3942459274829217,0,184330,57462,4943,10281,9543,15926,5851,3001,28.125
569,58.65520572662354,-26,40,0.3942459274829217,0,184330,57462,4943,10281,9543,15926,5851,3001,-5.712890625
570,58.7581787109375,18,56,0.3912645082467929,0,1932500,130200,23175,9565,16419,9958,7512,6405,3.955078125
571,58.86273384094238,145,56,0.3912645082467929,0,1932500,130200,23175,9565,16419,9958,7512,6405,31.8603515625
572,58.96710991859436,181,56,0.3912645082467929,0,1932500,130200,23175,9565,16419,9958,7512,6405,39.77050781250001
573,59.07059788703919,17,56,0.3912645082467929,0,1932500,130200,23175,9565,16419,9958,7512,6405,3.7353515625
574,59.174155712127686,-49,56,0.3912645082467929,0,1932500,130200,23175,9565,16419,9958,7512,6405,-10.7666015625
575,59.27655076980591,72,56,0.3912645082467929,0,1932500,130200,23175,9565,16419,9958,7512,6405,15.8203125
576,59.38079786300659,-38,56,0.3912645082467929,0,1932500,130200,23175,9565,16419,9958,7512,6405,-8.349609375
577,59.4859778881073,117,56,0.3912645082467929,0,1932500,130200,23175,9565,16419,9958,7512,6405,25.7080078125
578,59.58636689186096,129,56,0.3912645082467929,0,1932500,130200,23175,9565,16419,9958,7512,6405,28.344726562500004
579,59.68980097770691,-31,56,0.3912645082467929,0,1932500,130200,23175,9565,16419,9958,7512,6405,-6.8115234375
580,59.79059267044067,89,63,1.4062850729517395,0,395233,25397,6892,2018,3620,5016,4784,6265,19.5556640625
581,59.8911497592926,-177,63,1.4062850729517395,0,395233,25397,6892,2018,3620,5016,4784,6265,-38.89160156250001
582,59.99484086036682,131,63,1.4062850729517395,0,395233,25397,6892,2018,3620,5016,4784,6265,28.7841796875
